Name	Reactants	SMARTS	Products	Comments
4.4.1_02	Any;cpd00001	[#1;D1R0:5][#6;H1D4R0:3]([#7;H2D3R0:4])([#6;H2D4R0:2][#16;H0D2R0:1])[#6;H0D3R0:6]([#8;H1D2R0:8])=[#8;H0D1R0:7].[#1;D1R0:10][#8;H2D2R0:9][#1;D1R0:11]>>[*:1]-[*:10].[*:4]-[*:11].[*:5]-[*:2]-[*:3](=[*:9])-[*:6](-[*:8])=[*:7]	Any;cpd00013;Any	Covers 4.4.1, 8, 15, - and others
4.5.1_01	Any	[#1;D1R0:4][#8;H1D2R0:3][#6:2]([#1D1AR0,#6:1])[#6;D4;H0,H1,H2:5][H0D1R0;Cl,Br,F:6]>>[*:6].[*:1]-[*:2]-1-[*:3]-[#6:5]-1	Any;Any	
4.5.1_02	Any	[#1;D1R0:3][#6!r3:1]([#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:5])([#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:6])[#6!r3:2]([H0D1R0;Cl,Br,F:4])([#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:7])[#6,ClH0D1AR0,BrH0D1AR0,FH0D1AR0,#1D1AR0:8]>>[*:3]-[*:4].[*:5]-[*:1](-[*:6])=[*:2](-[*:7])-[*:8]	Any;Any
4.99.1_01	Any	[#1;D1R0:5][#8;H1D2R0:4][#6;H1D3,#6H0D3,#7H0D2:2]=[#6;D3;H1,H2:1][#1;D1R0:3]>>[*:1]#[*:2].[*:3]-[*:4]-[*:5]	Any;cpd00001	
5.2.1_01	Any	[#1;D1R0:5][#6:2]([#8;H1D2R0:4])[#6:1]=[#8;H0D1R0:3]>>[*:4]-[*:1](-[*:5])-[*:2]=[*:3]	Any	
5.3.1_01	Any	[#6;H1D4:4]1[#6;H1D4:6][#6;H1D4:7]([#8;H1D2R0:8])[#6;H1D4:9][#8;H0D2:1][#6;H1D4:2]1[#8;H1D2R0:3]>>[*:3]-[*:2]-[*:4]-1-[*:1]-[*:9]-[*:7](-[*:8])-[*:6]-1	Any	Covers 5.3.1.4, 5, 6, 12, and others
5.3.1_02	Any	[#6;H2D4R0:8][#6;H1D4:1]1[#8;H0D2:9][#6;H1D4:2][C;D4:7]([H:10])([#8;H1D2R0:3][H;D1R0:4])[#6;H1D4:5]1[#8;H1D2R0:6]>>[H:10][*:2]-[*:7](=[*:3])-[*:5](-[*:6])-[*:1](-[*:8])-[*:9]-[*:4]	Any	Covers 5.3.1.6, 16, 23, 24, and others
5.3.2_01	Any	[#1;D1R0:4][#6;D4;H2,H1:3]([#6;D3;H0,H1:5]=[#6;D3;H0,H2AR0,H1:6])[#6;D3;H0,H1AR0:2]=[#8;H0D1R0:1]>>[*:4]-[*:6]-[*:5]=[*:3]-[*:2]=[*:1]	Any	
5.3.2_01.rev	Any	[#1;D1R0:6][#6;D4;H1,H2,H3:5][#6;D3;H0,H1:4]=[#6;D3;H1,H0:3][#6;D3;H0,H1:2]=[#8;H0D1R0:1]>>[*:6]-[*:3](-[*:2]=[*:1])-[*:4]=[*:5]	Any	
5.3.2_02	Any	[#1;D1R0:4][#8;H1D2R0:3][#6;D3;H0,H1,H2AR0:2]=[#6;D3;H0,H2AR0,H1:1]>>[*:4]-[*:1]-[*:2]=[*:3]	Any	
5.3.99_01	Any	[#1;D1R0:12][#8;H1D2R0:9][#6;H0D3R0:7](=[#8;H0D1R0:8])[#6;H0D4:3]1([#8;H1D2R0:10][#1;D1R0:11])[#8;H0D2:2][#6;H0D3:1][#6;H0D3:6][#6;H1D3:5]=[#6;H1D3:4]1>>[*:11]-[*:2]-[*:1]-[*:6]-[*:5]=[*:4]-[*:3](=[*:10])-[*:7](=[*:8])-[*:9]-[*:12]	Any	
5.3.99_02	Any	[#1;D1R0:12][#8;H1D2R0:9][#6;H0D3R0:7](=[#8;H0D1R0:8])[#6;H0D4:3]1([#8;H1D2R0:10][#1;D1R0:11])[#8;H0D2:2][#6;H0D3:1]=[#6;H0D3:6][#6;H1D3:5]=[#6;H1D3:4]1>>[*:11]-[*:2]-[*:1]=[*:6]-[*:5]=[*:4]-[*:3](=[*:10])-[*:7](=[*:8])-[*:9]-[*:12]	Any	
5.4.2_01	Any	[#1;D1R0:11][#8;H1D2R0:10][#6;H1D4:2]([#6:1])[#6:3](=[#8;H0D1R0:9])[#8;H0D2:4][#15;H0D4:5]([#8;H1D2R0:7])([#8;H1D2R0:8])=[#8;H0D1R0:6]>>[*:11]-[*:4]-[*:3](=[*:9])-[*:2](-[*:1])-[*:10]-[*:5](-[*:7])(-[*:8])=[*:6]	Any	
5.4.2_01.rev	Any	[#1;D1R0:11][#8;H1D2R0:4][#6:3](=[#8;H0D1R0:9])[#6;H1D4:2]([#6:1])[#8;H0D2R0:10][#15;H0D4:5]([#8;H1D2R0:7])([#8;H1D2R0:8])=[#8;H0D1R0:6]>>[*:11]-[*:10]-[*:2](-[*:1])-[*:3](=[*:9])-[*:4]-[*:5](-[*:7])(-[*:8])=[*:6]	Any	
5.4.2_02	Any	[#1;D1R0:5][#8;H1D2R0:4][#6;H2D4:3][#6;H1D4:2]([#6:1])[#8;H0D2:6][#15;H0D4:7]([#8;H1D2R0:8])([#8;H1D2R0:9])=[#8;H0D1R0:10]>>[*:5]-[*:6]-[*:2](-[*:1])-[*:3]-[*:4]-[*:7](-[*:8])(-[*:9])=[*:10]	Any	
