Reactions	Rules
2.1.1.69-RXN_reverse	rule0011
2.1.1.70-RXN	rule0010
2.1.1.70-RXN_reverse	rule0011
2.1.1.71-RXN	rule0033
2.1.1.71-RXN_reverse	rule0034
2.1.1.72-RXN	rule0033
2.1.1.72-RXN_reverse	rule0034
2.1.1.74-RXN_reverse	rule1019
2.1.1.77-RXN	rule0010
2.1.1.77-RXN_reverse	rule0011
2.1.1.79-RXN	rule1182
2.1.1.79-RXN_reverse	rule1183
2.1.1.82-RXN	rule0010
2.1.1.82-RXN_reverse	rule0011
2.1.1.83-RXN	rule0010
2.1.1.83-RXN_reverse	rule0011
2.1.1.84-RXN	rule0010
2.1.1.84-RXN_reverse	rule0011
2.1.1.85-RXN	rule0033
2.1.1.85-RXN_reverse	rule0034
2.1.1.88-RXN	rule0010
2.1.1.88-RXN_reverse	rule0011
2.1.1.89-RXN	rule0010
2.1.1.89-RXN_reverse	rule0011
2.1.1.94-RXN	rule0010
2.1.1.94-RXN_reverse	rule0011
2.1.1.97-RXN	rule0046
2.1.1.97-RXN_reverse	rule0043
2.1.1.99-RXN	rule0033
2.1.1.99-RXN_reverse	rule0034
2.1.2.8-RXN	rule0300
2.1.2.8-RXN_reverse	rule0301
2.1.3.1-RXN	rule0126
2.1.3.1-RXN_reverse	rule0126
2.1.3.7-RXN	rule0096
2.1.3.7-RXN_reverse	rule0097
2.1.3.9-RXN	rule0098
2.1.3.9-RXN_reverse	rule0099
2.1.4.2-RXN	rule0069
2.1.4.2-RXN_reverse	rule0069
2.2.1.4-RXN	rule0204
2.2.1.4-RXN_reverse	rule0204
2.3.1.103-RXN	rule0001
2.3.1.103-RXN_reverse	rule0001
2.3.1.105-RXN	rule0061
2.3.1.105-RXN_reverse	rule0062
2.3.1.106-RXN	rule0021
2.3.1.106-RXN_reverse	rule0022
2.3.1.107-RXN	rule0061
2.3.1.107-RXN_reverse	rule0062
2.3.1.114-RXN	rule0075
2.3.1.114-RXN_reverse	rule0076
2.3.1.116-RXN	rule0021
2.3.1.116-RXN_reverse	rule0022
2.3.1.118-RXN	rule0061
2.3.1.118-RXN_reverse	rule0062
2.3.1.121-RXN	rule0021
2.3.1.121-RXN_reverse	rule0022
2.3.1.125-RXN	rule0021
2.3.1.125-RXN_reverse	rule0022
2.3.1.126-RXN	rule0021
2.3.1.126-RXN_reverse	rule0022
2.3.1.130-RXN	rule0021
2.3.1.130-RXN_reverse	rule0022
2.3.1.131-RXN	rule0021
2.3.1.131-RXN_reverse	rule0022
2.3.1.132-RXN	rule0021
2.3.1.132-RXN_reverse	rule0022
2.3.1.133-RXN	rule0021
2.3.1.133-RXN_reverse	rule0022
2.3.1.138-RXN	rule0075
2.3.1.138-RXN_reverse	rule0076
2.3.1.143-RXN	rule0001
2.3.1.143-RXN_reverse	rule0001
2.3.1.147-RXN	rule0001
2.3.1.147-RXN_reverse	rule0001
2.3.1.148-RXN	rule0001
2.3.1.148-RXN_reverse	rule0001
2.3.1.149-RXN	rule0001
2.3.1.149-RXN_reverse	rule0001
2.3.1.150-RXN	rule0061
2.3.1.150-RXN_reverse	rule0062
2.3.1.152-RXN	rule0001
2.3.1.152-RXN_reverse	rule0001
2.3.1.154-RXN	rule0275
2.3.1.154-RXN_reverse	rule0276
2.3.1.155-RXN	rule0086
2.3.1.155-RXN_reverse	rule0087
2.3.1.157-RXN	rule0041
2.3.1.157-RXN_reverse	rule0042
2.3.1.160-RXN	rule1020
2.3.1.162-RXN	rule0061
2.3.1.162-RXN_reverse	rule0062
2.3.1.163-RXN	rule0061
2.3.1.163-RXN_reverse	rule0062
2.3.1.164-RXN	rule0714
2.3.1.164-RXN_reverse	rule0715
2.3.1.166-RXN	rule0021
2.3.1.166-RXN_reverse	rule0022
2.3.1.167-RXN	rule0061
2.3.1.167-RXN_reverse	rule0062
2.3.1.168-RXN	rule0382
2.3.1.168-RXN_reverse	rule0383
2.3.1.171-RXN	rule0021
2.3.1.171-RXN_reverse	rule0022
2.3.1.172-RXN	rule0021
2.3.1.172-RXN_reverse	rule0022
2.3.1.173-RXN	rule0021
2.3.1.173-RXN_reverse	rule0022
2.3.1.175-RXN	rule0061
2.3.1.175-RXN_reverse	rule0062
2.3.1.176-RXN	rule0276
2.3.1.176-RXN_reverse	rule0275
2.3.1.23-RXN	rule0021
2.3.1.23-RXN_reverse	rule0022
2.3.1.42-RXN	rule0021
2.3.1.42-RXN_reverse	rule0022
2.3.1.43-RXN	rule0001
2.3.1.43-RXN_reverse	rule0001
2.3.1.44-RXN	rule0061
2.3.1.44-RXN_reverse	rule0062
2.3.1.45-RXN	rule0061
2.3.1.45-RXN_reverse	rule0062
2.3.1.56-RXN	rule0122
2.3.1.56-RXN_reverse	rule0123
2.3.1.58-RXN	rule0075
2.3.1.58-RXN_reverse	rule0076
2.3.1.62-RXN	rule0021
2.3.1.62-RXN_reverse	rule0022
2.3.1.63-RXN	rule0021
2.3.1.63-RXN_reverse	rule0022
2.3.1.67-RXN	rule0061
2.3.1.67-RXN_reverse	rule0062
2.3.1.72-RXN	rule0001
2.3.1.72-RXN_reverse	rule0001
2.3.1.73-RXN	rule0001
2.3.1.73-RXN_reverse	rule0001
2.3.1.75-RXN	rule0021
2.3.1.75-RXN_reverse	rule0022
2.3.1.77-RXN	rule0001
2.3.1.77-RXN_reverse	rule0001
2.3.1.78-RXN	rule0041
2.3.1.78-RXN_reverse	rule0042
2.3.1.80-RXN	rule0041
2.3.1.80-RXN_reverse	rule0042
2.3.1.83-RXN	rule0001
2.3.1.83-RXN_reverse	rule0001
2.3.1.90-RXN	rule0001
2.3.1.90-RXN_reverse	rule0001
2.3.1.91-RXN	rule0001
2.3.1.91-RXN_reverse	rule0001
2.3.1.92-RXN	rule0384
2.3.1.92-RXN_reverse	rule0384
2.3.1.97-RXN	rule0275
2.3.1.97-RXN_reverse	rule0276
2.3.1.98-RXN	rule0001
2.3.1.98-RXN_reverse	rule0001
2.3.1.99-RXN	rule0021
2.3.1.99-RXN_reverse	rule0022
2.3.2.1-RXN	rule0299
2.3.2.1-RXN_reverse	rule0298
2.3.2.13-RXN	rule0298
2.3.2.13-RXN_reverse	rule0299
2.4.1.101-RXN	rule0001
2.4.1.101-RXN_reverse	rule0001
2.4.1.102-RXN	rule0001
2.4.1.102-RXN_reverse	rule0001
2.4.1.104-RXN	rule0008
2.4.1.104-RXN_reverse	rule0009
2.4.1.110-RXN	rule0008
2.4.1.110-RXN_reverse	rule0009
2.4.1.111-RXN	rule0009
2.4.1.111-RXN_reverse	rule0008
2.4.1.114-RXN	rule0008
2.4.1.114-RXN_reverse	rule0009
2.4.1.115-RXN	rule0009
2.4.1.115-RXN_reverse	rule0008
2.4.1.116-RXN	rule0009
2.4.1.116-RXN_reverse	rule0008
2.4.1.117-RXN	rule0009
2.4.1.117-RXN_reverse	rule0008
2.4.1.121-RXN	rule0009
2.4.1.121-RXN_reverse	rule0008
2.4.1.122-RXN	rule0009
2.4.1.122-RXN_reverse	rule0008
2.4.1.123-RXN	rule0008
2.4.1.123-RXN_reverse	rule0009
2.4.1.124-RXN	rule0009
2.4.1.124-RXN_reverse	rule0008
2.4.1.126-RXN	rule0008
2.4.1.126-RXN_reverse	rule0009
2.4.1.127-RXN	rule0009
2.4.1.127-RXN_reverse	rule0008
2.4.1.133-RXN	rule0008
2.4.1.133-RXN_reverse	rule0009
2.4.1.134-RXN	rule0009
2.4.1.134-RXN_reverse	rule0008
2.4.1.135-RXN	rule0001
2.4.1.135-RXN_reverse	rule0001
2.4.1.137-RXN	rule0009
2.4.1.137-RXN_reverse	rule0008
2.4.1.138-RXN	rule0001
2.4.1.138-RXN_reverse	rule0001
2.4.1.141-RXN	rule0001
2.4.1.141-RXN_reverse	rule0001
2.4.1.142-RXN	rule0008
2.4.1.142-RXN_reverse	rule0009
2.4.1.143-RXN	rule0001
2.4.1.143-RXN_reverse	rule0001
2.4.1.144-RXN	rule0001
2.4.1.144-RXN_reverse	rule0001
2.4.1.145-RXN	rule0001
2.4.1.145-RXN_reverse	rule0001
2.4.1.146-RXN	rule0001
2.4.1.146-RXN_reverse	rule0001
2.4.1.147-RXN	rule0001
2.4.1.147-RXN_reverse	rule0001
2.4.1.148-RXN	rule0001
2.4.1.148-RXN_reverse	rule0001
2.4.1.149-RXN	rule0001
2.4.1.149-RXN_reverse	rule0001
2.4.1.150-RXN	rule0001
2.4.1.150-RXN_reverse	rule0001
2.4.1.151-RXN	rule0009
2.4.1.151-RXN_reverse	rule0008
2.4.1.153-RXN	rule0001
2.4.1.153-RXN_reverse	rule0001
2.4.1.155-RXN	rule0001
2.4.1.155-RXN_reverse	rule0001
2.4.1.156-RXN	rule0009
2.4.1.156-RXN_reverse	rule0008
2.4.1.157-RXN	rule0008
2.4.1.157-RXN_reverse	rule0009
2.4.1.159-RXN	rule0001
2.4.1.159-RXN_reverse	rule0001
2.4.1.160-RXN	rule0008
2.4.1.160-RXN_reverse	rule0009
2.4.1.163-RXN	rule0001
2.4.1.163-RXN_reverse	rule0001
2.4.1.165-RXN	rule0001
2.4.1.165-RXN_reverse	rule0001
2.4.1.167-RXN	rule0009
2.4.1.167-RXN_reverse	rule0008
2.4.1.171-RXN	rule0009
2.4.1.171-RXN_reverse	rule0008
2.4.1.174-RXN	rule0001
2.4.1.174-RXN_reverse	rule0001
2.4.1.178-RXN	rule0008
2.4.1.178-RXN_reverse	rule0009
2.4.1.179-RXN	rule0009
2.4.1.179-RXN_reverse	rule0008
2.4.1.188-RXN	rule0009
2.4.1.188-RXN_reverse	rule0008
2.4.1.190-RXN	rule0001
2.4.1.190-RXN_reverse	rule0001
2.4.1.191-RXN	rule0001
2.4.1.191-RXN_reverse	rule0001
2.4.1.192-RXN	rule0009
2.4.1.192-RXN_reverse	rule0008
2.4.1.193-RXN	rule0009
2.4.1.193-RXN_reverse	rule0008
2.4.1.194-RXN	rule0008
2.4.1.194-RXN_reverse	rule0009
2.4.1.195-RXN	rule0253
2.4.1.195-RXN_reverse	rule0254
2.4.1.197-RXN_reverse	rule0547
2.4.1.198-RXN	rule0001
2.4.1.198-RXN_reverse	rule0001
2.4.1.201-RXN	rule0001
2.4.1.201-RXN_reverse	rule0001
2.4.1.206-RXN	rule0001
2.4.1.206-RXN_reverse	rule0001
2.4.1.208-RXN	rule0009
2.4.1.208-RXN_reverse	rule0008
2.4.1.209-RXN	rule0008
2.4.1.209-RXN_reverse	rule0009
2.4.1.211-RXN	rule0097
2.4.1.211-RXN_reverse	rule0096
2.4.1.213-RXN	rule0008
2.4.1.213-RXN_reverse	rule0009
2.4.1.214-RXN	rule0001
2.4.1.214-RXN_reverse	rule0001
2.4.1.216-RXN	rule0097
2.4.1.216-RXN_reverse	rule0096
2.4.1.217-RXN	rule0008
2.4.1.217-RXN_reverse	rule0009
2.4.1.218-RXN	rule0008
2.4.1.218-RXN_reverse	rule0009
2.4.1.219-RXN	rule0009
2.4.1.219-RXN_reverse	rule0008
2.4.1.220-RXN	rule0008
2.4.1.220-RXN_reverse	rule0009
2.4.1.223-RXN	rule0001
2.4.1.223-RXN_reverse	rule0001
2.4.1.224-RXN	rule0001
2.4.1.224-RXN_reverse	rule0001
2.4.1.225-RXN	rule0001
2.4.1.225-RXN_reverse	rule0001
2.4.1.228-RXN	rule0009
2.4.1.228-RXN_reverse	rule0008
2.4.1.229-RXN	rule0001
2.4.1.229-RXN_reverse	rule0001
2.4.1.23-RXN	rule0009
2.4.1.23-RXN_reverse	rule0008
2.4.1.230-RXN	rule0097
2.4.1.230-RXN_reverse	rule0096
2.4.1.234-RXN	rule0009
2.4.1.234-RXN_reverse	rule0008
2.4.1.239-RXN	rule0009
2.4.1.239-RXN_reverse	rule0008
2.4.1.240-RXN	rule0009
2.4.1.240-RXN_reverse	rule0008
2.4.1.26-RXN	rule0009
2.4.1.26-RXN_reverse	rule0008
2.4.1.27-RXN	rule0009
2.4.1.27-RXN_reverse	rule0008
2.4.1.28-RXN	rule0009
2.4.1.28-RXN_reverse	rule0008
2.4.1.36-RXN	rule0008
2.4.1.36-RXN_reverse	rule0009
2.4.1.37-RXN	rule0009
2.4.1.37-RXN_reverse	rule0008
2.4.1.38-RXN	rule0008
2.4.1.38-RXN_reverse	rule0009
2.4.1.39-RXN	rule0001
2.4.1.39-RXN_reverse	rule0001
2.4.1.40-RXN	rule0001
2.4.1.40-RXN_reverse	rule0001
2.4.1.45-RXN	rule0009
2.4.1.45-RXN_reverse	rule0008
2.4.1.46-RXN	rule0008
2.4.1.46-RXN_reverse	rule0009
2.4.1.47-RXN	rule0009
2.4.1.47-RXN_reverse	rule0008
2.4.1.54-RXN	rule0008
2.4.1.54-RXN_reverse	rule0009
2.4.1.57-RXN	rule0008
2.4.1.57-RXN_reverse	rule0009
2.4.1.65-RXN	rule0001
2.4.1.65-RXN_reverse	rule0001
2.4.1.67-RXN	rule0001
2.4.1.67-RXN_reverse	rule0001
2.4.1.68-RXN	rule0001
2.4.1.68-RXN_reverse	rule0001
2.4.1.78-RXN	rule0008
2.4.1.78-RXN_reverse	rule0009
2.4.1.79-RXN	rule0001
2.4.1.79-RXN_reverse	rule0001
2.4.1.82-RXN	rule0001
2.4.1.82-RXN_reverse	rule0001
2.4.1.83-RXN	rule0008
2.4.1.83-RXN_reverse	rule0009
2.4.1.86-RXN	rule0009
2.4.1.86-RXN_reverse	rule0008
2.4.1.88-RXN	rule0001
2.4.1.88-RXN_reverse	rule0001
2.4.1.92-RXN	rule0001
2.4.1.92-RXN_reverse	rule0001
2.4.1.94-RXN	rule0122
2.4.1.94-RXN_reverse	rule0123
2.4.1.96-RXN	rule0009
2.4.1.96-RXN_reverse	rule0008
2.4.2.12-RXN	rule0716
2.4.2.12-RXN_reverse	rule0717
2.4.2.20-RXN	rule0194
2.4.2.20-RXN_reverse	rule0195
2.4.2.26-RXN	rule0001
2.4.2.26-RXN_reverse	rule0001
2.4.2.27-RXN	rule0001
2.4.2.27-RXN_reverse	rule0001
2.4.2.31-RXN	rule0718
2.4.2.31-RXN_reverse	rule0719
2.4.2.32-RXN	rule0001
2.4.2.32-RXN_reverse	rule0001
2.4.2.33-RXN	rule0001
2.4.2.33-RXN_reverse	rule0001
2.4.2.34-RXN	rule0001
2.4.2.34-RXN_reverse	rule0001
2.4.2.35-RXN	rule0001
2.4.2.35-RXN_reverse	rule0001
2.4.2.38-RXN	rule0001
2.4.2.38-RXN_reverse	rule0001
2.4.99.10-RXN	rule0001
2.4.99.10-RXN_reverse	rule0001
2.4.99.11-RXN	rule0001
2.4.99.11-RXN_reverse	rule0001
2.4.99.2-RXN	rule0001
2.4.99.2-RXN_reverse	rule0001
2.4.99.3-RXN	rule0001
2.4.99.3-RXN_reverse	rule0001
2.4.99.4-RXN	rule0001
2.4.99.4-RXN_reverse	rule0001
2.4.99.5-RXN	rule0001
2.4.99.5-RXN_reverse	rule0001
2.4.99.6-RXN	rule0001
2.4.99.6-RXN_reverse	rule0001
2.4.99.7-RXN	rule0001
2.4.99.7-RXN_reverse	rule0001
2.4.99.8-RXN	rule0001
2.4.99.8-RXN_reverse	rule0001
2.4.99.9-RXN	rule0001
2.4.99.9-RXN_reverse	rule0001
2.5.1.19-RXN	rule0096
2.5.1.19-RXN_reverse	rule0097
2.5.1.25-RXN	rule0205
2.5.1.25-RXN_reverse	rule0206
2.5.1.32-RXN	rule0720
2.5.1.32-RXN_reverse	rule0721
2.5.1.39-RXN	rule0181
2.5.1.39-RXN_reverse	rule0182
2.5.1.41-RXN	rule0104
2.5.1.41-RXN_reverse	rule0105
2.5.1.42-RXN	rule0104
2.5.1.42-RXN_reverse	rule0105
2.5.1.44-RXN	rule0298
2.5.1.44-RXN_reverse	rule0299
2.5.1.45-RXN	rule0069
2.5.1.45-RXN_reverse	rule0069
2.5.1.46-RXN	rule0069
2.5.1.46-RXN_reverse	rule0069
2.5.1.51-RXN	rule0122
2.5.1.51-RXN_reverse	rule0123
2.5.1.58-RXN	rule1021
2.5.1.58-RXN_reverse	rule1022
2.5.1.63-RXN	rule1023
2.5.1.63-RXN_reverse	rule1024
2.5.1.65-RXN	rule0722
2.5.1.65-RXN_reverse	rule0723
2.5.1.66-RXN	rule1025
2.5.1.66-RXN_reverse	rule1026
2.5.1.68-RXN	rule0238
2.5.1.68-RXN_reverse	rule0239
2.5.1.69-RXN	rule0548
2.5.1.69-RXN_reverse	rule0450
2.5.1.70-RXN	rule0110
2.5.1.70-RXN_reverse	rule0095
2.5.1.71-RXN	rule0450
2.5.1.71-RXN_reverse	rule0548
2.6.1.14-RXN	rule0031
2.6.1.14-RXN_reverse	rule0030
2.6.1.18-RXN	rule0030
2.6.1.18-RXN_reverse	rule0031
2.6.1.22-RXN	rule0031
2.6.1.22-RXN_reverse	rule0030
2.6.1.28-RXN	rule0065
2.6.1.28-RXN_reverse	rule0065
2.6.1.30-RXN	rule0030
2.6.1.30-RXN_reverse	rule0031
2.6.1.32-RXN	rule0065
2.6.1.32-RXN_reverse	rule0065
2.6.1.33-RXN	rule0031
2.6.1.33-RXN_reverse	rule0030
2.6.1.35-RXN	rule0030
2.6.1.35-RXN_reverse	rule0031
2.6.1.37-RXN	rule0031
2.6.1.37-RXN_reverse	rule0030
2.6.1.40-RXN	rule0031
2.6.1.40-RXN_reverse	rule0030
2.6.1.41-RXN	rule0030
2.6.1.41-RXN_reverse	rule0031
2.6.1.46-RXN	rule0030
2.6.1.46-RXN_reverse	rule0031
2.6.1.47-RXN	rule0030
2.6.1.47-RXN_reverse	rule0031
2.6.1.49-RXN	rule0030
2.6.1.49-RXN_reverse	rule0031
2.6.1.50-RXN	rule0065
2.6.1.50-RXN_reverse	rule0065
2.6.1.56-RXN	rule0031
2.6.1.56-RXN_reverse	rule0030
2.6.1.57-RXN	rule0031
2.6.1.57-RXN_reverse	rule0030
2.6.1.58-RXN	rule0030
2.6.1.58-RXN_reverse	rule0031
2.6.1.60-RXN	rule0031
2.6.1.60-RXN_reverse	rule0030
2.6.1.63-RXN	rule0030
2.6.1.63-RXN_reverse	rule0031
2.6.1.64-RXN	rule0065
2.6.1.64-RXN_reverse	rule0065
2.6.1.65-RXN	rule0031
2.6.1.65-RXN_reverse	rule0030
2.6.1.7-RXN	rule0030
2.6.1.7-RXN_reverse	rule0031
2.6.1.70-RXN	rule0065
2.6.1.70-RXN_reverse	rule0065
2.6.1.72-RXN	rule0031
2.6.1.72-RXN_reverse	rule0030
2.6.1.80-RXN	rule0031
2.6.1.80-RXN_reverse	rule0030
2.7.1.121-RXN	rule1027
2.7.1.121-RXN_reverse	rule1028
2.7.1.127-RXN	rule0014
2.7.1.127-RXN_reverse	rule0015
2.7.1.133-RXN	rule0014
2.7.1.133-RXN_reverse	rule0015
2.7.1.134-RXN	rule0014
2.7.1.134-RXN_reverse	rule0015
2.7.1.139-RXN	rule0014
2.7.1.139-RXN_reverse	rule0015
2.7.1.140-RXN	rule0014
2.7.1.140-RXN_reverse	rule0015
2.7.1.142-RXN	rule0029
2.7.1.142-RXN_reverse	rule0029
2.7.1.148-RXN	rule0014
2.7.1.148-RXN_reverse	rule0015
2.7.1.149-RXN	rule0014
2.7.1.149-RXN_reverse	rule0015
2.7.1.150-RXN	rule0014
2.7.1.150-RXN_reverse	rule0015
2.7.1.151-RXN	rule0014
2.7.1.151-RXN_reverse	rule0015
2.7.1.152-RXN	rule0014
2.7.1.152-RXN_reverse	rule0015
2.7.1.153-RXN	rule0014
2.7.1.153-RXN_reverse	rule0015
2.7.1.154-RXN	rule0014
2.7.1.154-RXN_reverse	rule0015
2.7.1.156-RXN	rule0014
2.7.1.156-RXN_reverse	rule0015
2.7.1.157-RXN	rule0014
2.7.1.157-RXN_reverse	rule0015
2.7.1.68-RXN	rule0014
2.7.1.68-RXN_reverse	rule0015
2.7.1.79-RXN	rule0014
2.7.1.79-RXN_reverse	rule0015
2.7.1.80-RXN	rule0014
2.7.1.80-RXN_reverse	rule0015
2.7.1.88-RXN	rule0014
2.7.1.88-RXN_reverse	rule0015
2.7.1.90-RXN	rule0014
2.7.1.90-RXN_reverse	rule0015
2.7.10.1-RXN	rule0014
2.7.10.1-RXN_reverse	rule0015
2.7.11.18-RXN	rule0014
2.7.11.18-RXN_reverse	rule0015
2.7.11.25-RXN	rule0014
2.7.11.25-RXN_reverse	rule0015
2.7.11.29-RXN	rule0014
2.7.11.29-RXN_reverse	rule0015
2.7.12.1-RXN	rule0014
2.7.12.1-RXN_reverse	rule0015
2.7.12.2-RXN	rule0014
2.7.12.2-RXN_reverse	rule0015
2.7.13.1-RXN	rule0223
2.7.13.1-RXN_reverse	rule0224
2.7.13.2-RXN	rule0223
2.7.13.2-RXN_reverse	rule0224
2.7.3.9-RXN	rule0724
2.7.3.9-RXN_reverse	rule0725
2.7.4.24-RXN	rule0014
2.7.4.24-RXN_reverse	rule0015
2.7.7.1-RXN	rule0036
2.7.7.1-RXN_reverse	rule0037
2.7.7.11-RXN	rule0037
2.7.7.11-RXN_reverse	rule0036
2.7.7.13-RXN	rule0036
2.7.7.13-RXN_reverse	rule0037
2.7.7.14-RXN	rule0037
2.7.7.14-RXN_reverse	rule0036
2.7.7.15-RXN	rule0037
2.7.7.15-RXN_reverse	rule0036
2.7.7.30-RXN	rule0036
2.7.7.30-RXN_reverse	rule0037
2.7.7.32-RXN	rule0036
2.7.7.32-RXN_reverse	rule0037
2.7.7.33-RXN	rule0037
2.7.7.33-RXN_reverse	rule0036
2.7.7.34-RXN	rule0036
2.7.7.34-RXN_reverse	rule0037
2.7.7.39-RXN	rule0037
2.7.7.39-RXN_reverse	rule0036
2.7.7.40-RXN	rule0037
2.7.7.40-RXN_reverse	rule0036
2.7.7.44-RXN	rule0037
2.7.7.44-RXN_reverse	rule0036
2.7.7.45-RXN	rule0036
2.7.7.45-RXN_reverse	rule0037
2.7.7.46-RXN	rule0036
2.7.7.46-RXN_reverse	rule0037
2.7.7.57-RXN	rule0037
2.7.7.57-RXN_reverse	rule0036
2.7.7.60-RXN	rule0037
2.7.7.60-RXN_reverse	rule0036
2.7.7.64-RXN	rule0037
2.7.7.64-RXN_reverse	rule0036
2.7.8.10-RXN	rule0029
2.7.8.10-RXN_reverse	rule0029
2.7.8.11-RXN	rule0029
2.7.8.11-RXN_reverse	rule0029
2.7.8.15-RXN	rule0029
2.7.8.15-RXN_reverse	rule0029
2.7.8.18-RXN	rule0029
2.7.8.18-RXN_reverse	rule0029
2.7.8.19-RXN	rule0029
2.7.8.19-RXN_reverse	rule0029
2.7.8.22-RXN	rule0029
2.7.8.22-RXN_reverse	rule0029
2.7.8.24-RXN	rule0029
2.7.8.24-RXN_reverse	rule0029
2.7.8.25-RXN	rule0122
2.7.8.25-RXN_reverse	rule0123
2.7.8.27-RXN	rule0029
2.7.8.27-RXN_reverse	rule0029
2.8.2.19-RXN	rule0047
2.8.2.19-RXN_reverse	rule0048
2.8.2.23-RXN	rule0047
2.8.2.23-RXN_reverse	rule0048
2.8.2.26-RXN	rule0047
2.8.2.26-RXN_reverse	rule0048
2.8.2.27-RXN	rule0047
2.8.2.27-RXN_reverse	rule0048
2.8.2.28-RXN	rule0047
2.8.2.28-RXN_reverse	rule0048
2.8.2.29-RXN	rule0047
2.8.2.29-RXN_reverse	rule0048
2.8.2.30-RXN	rule0047
2.8.2.30-RXN_reverse	rule0048
2.8.2.31-RXN	rule0047
2.8.2.31-RXN_reverse	rule0048
2.8.2.32-RXN	rule0047
2.8.2.32-RXN_reverse	rule0048
2.8.2.34-RXN	rule0047
2.8.2.34-RXN_reverse	rule0048
2.8.2.7-RXN	rule0047
2.8.2.7-RXN_reverse	rule0048
2.8.3.10-RXN	rule0151
2.8.3.10-RXN_reverse	rule0152
2.8.3.13-RXN	rule0079
2.8.3.13-RXN_reverse	rule0079
2.8.3.17-RXN	rule0079
2.8.3.17-RXN_reverse	rule0079
2.8.3.7-RXN	rule0079
2.8.3.7-RXN_reverse	rule0079
2.8.3.9-RXN	rule0079
2.8.3.9-RXN_reverse	rule0079
23-DIMETHYLMALATE-LYASE-RXN	rule0051
23-DIMETHYLMALATE-LYASE-RXN_reverse	rule0053
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	rule0167
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN_reverse	rule0166
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	rule0005
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN_reverse	rule0004
25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN	rule0030
25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN_reverse	rule0031
25-DIOXOPIPERAZINE-HYDROLASE-RXN	rule0111
25-DIOXOPIPERAZINE-HYDROLASE-RXN_reverse	rule0106
25-DIOXOVALERATE-DEHYDROGENASE-RXN	rule0026
25-DIOXOVALERATE-DEHYDROGENASE-RXN_reverse	rule0025
2ASDOSALCAL-RXN	rule0540
2ASDOSALCAL-RXN_reverse	rule0541
2KETO-3METHYLVALERATE-RXN	rule0269
2KETO-3METHYLVALERATE-RXN_reverse	rule0270
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	rule0269
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN_reverse	rule0270
2OXOGLUTARATEDEH-RXN	rule0269
2OXOGLUTARATEDEH-RXN_reverse	rule0270
2OXOGLUTDECARB-RXN	rule0328
2OXOGLUTDECARB-RXN_reverse	rule0329
2PGADEHYDRAT-RXN	rule0020
2PGADEHYDRAT-RXN_reverse	rule0019
2TRANSKETO-RXN	rule1029
2TRANSKETO-RXN_reverse	rule1030
3-5-XYLENOL-METHYLHYDROXYLASE-RXN	rule0005
3-5-XYLENOL-METHYLHYDROXYLASE-RXN_reverse	rule0004
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	rule0300
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN_reverse	rule0301
3-CHLORO-D-ALANINE-DEHYDROCHLORINASE-RXN	rule0726
3-CHLORO-D-ALANINE-DEHYDROCHLORINASE-RXN_reverse	rule0727
3-CYANOALANINE-HYDRATASE-RXN	rule0240
3-CYANOALANINE-HYDRATASE-RXN_reverse	rule0241
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	rule0002
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN_reverse	rule0003
3-DEHYDROQUINATE-DEHYDRATASE-RXN	rule0019
3-DEHYDROQUINATE-DEHYDRATASE-RXN_reverse	rule0020
3-DEHYDROQUINATE-SYNTHASE-RXN	rule0728
3-DEHYDROQUINATE-SYNTHASE-RXN_reverse	rule0729
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	rule0003
3-DEHYDROSPHINGANINE-REDUCTASE-RXN_reverse	rule0002
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	rule0020
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN_reverse	rule0019
3-HYDROXY-KYNURENINASE-RXN	rule0084
3-HYDROXY-KYNURENINASE-RXN_reverse	rule0085
3-HYDROXYASPARTATE-ALDOLASE-RXN	rule0051
3-HYDROXYASPARTATE-ALDOLASE-RXN_reverse	rule0053
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN	rule0005
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN_reverse	rule0004
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN	rule0005
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN_reverse	rule0004
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	rule0003
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN_reverse	rule0002
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	rule0003
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN_reverse	rule0002
